breed,stem,score_pretrained,score_sft,prob_pretrained,prob_sft,sft_wins
afghan_hound,afghan_hound_00023,18.524499893188477,19.73632049560547,0.2293790727853775,0.7706209421157837,True
afghan_hound,afghan_hound_00024,18.303253173828125,20.1917667388916,0.13141405582427979,0.868586003780365,True
beagle,beagle_00000,18.833106994628906,19.239055633544922,0.3998839557170868,0.6001160144805908,True
beagle,beagle_00001,19.3094482421875,20.518590927124023,0.22985276579856873,0.7701472043991089,True
beagle,beagle_00002,18.658832550048828,18.82917022705078,0.4575182795524597,0.5424817800521851,True
beagle,beagle_00003,18.579124450683594,19.3607120513916,0.31397783756256104,0.686022162437439,True
beagle,beagle_00004,19.831642150878906,20.2412166595459,0.3990141451358795,0.6009858250617981,True
beagle,beagle_00005,16.97956657409668,18.40985870361328,0.19305318593978882,0.806946873664856,True
beagle,beagle_00006,18.5991153717041,19.475666046142578,0.29389309883117676,0.7061069011688232,True
beagle,beagle_00007,18.56932830810547,19.62667465209961,0.257816880941391,0.7421831488609314,True
beagle,beagle_00008,19.048423767089844,19.04064178466797,0.5019454956054688,0.49805450439453125,False
beagle,beagle_00009,18.724950790405273,19.68597984313965,0.27667221426963806,0.7233277559280396,True
beagle,beagle_00010,18.838111877441406,19.78278923034668,0.27995651960372925,0.7200434803962708,True
beagle,beagle_00011,18.195465087890625,19.408445358276367,0.2291741669178009,0.7708258628845215,True
beagle,beagle_00012,18.593618392944336,19.770591735839844,0.23559683561325073,0.7644031643867493,True
beagle,beagle_00013,17.660282135009766,20.209142684936523,0.07250307500362396,0.9274969696998596,True
beagle,beagle_00014,19.354602813720703,20.015945434570312,0.3404380679130554,0.6595619320869446,True
beagle,beagle_00015,18.720169067382812,19.414188385009766,0.333139568567276,0.6668604016304016,True
beagle,beagle_00016,17.772220611572266,20.70379638671875,0.05061454698443413,0.949385404586792,True
beagle,beagle_00017,19.122343063354492,21.165006637573242,0.11479578912258148,0.8852042555809021,True
beagle,beagle_00018,18.53615951538086,19.840463638305664,0.21344153583049774,0.7865584492683411,True
beagle,beagle_00019,19.33725929260254,19.727216720581055,0.40372756123542786,0.5962724685668945,True
beagle,beagle_00020,18.722475051879883,20.157560348510742,0.19230757653713226,0.8076924085617065,True
beagle,beagle_00021,18.829374313354492,19.685319900512695,0.29818710684776306,0.7018128633499146,True
beagle,beagle_00022,19.789073944091797,20.76316261291504,0.274066299200058,0.7259336709976196,True
beagle,beagle_00023,18.51702880859375,20.204801559448242,0.15606896579265594,0.8439310789108276,True
beagle,beagle_00024,19.500732421875,21.33431625366211,0.13781188428401947,0.8621881008148193,True
boxer,boxer_00000,19.56519889831543,20.47678565979004,0.28667527437210083,0.713324785232544,True
boxer,boxer_00001,19.97580337524414,21.060792922973633,0.2525629699230194,0.7474370002746582,True
boxer,boxer_00002,18.593549728393555,19.93285369873047,0.20762453973293304,0.7923754453659058,True
boxer,boxer_00003,17.97661018371582,18.848596572875977,0.29484114050865173,0.7051588892936707,True
boxer,boxer_00004,19.38718032836914,19.917707443237305,0.3703939616680145,0.6296060681343079,True
boxer,boxer_00005,17.470684051513672,17.984695434570312,0.37425363063812256,0.6257463693618774,True
boxer,boxer_00006,17.959693908691406,18.472457885742188,0.3745458424091339,0.6254541873931885,True
boxer,boxer_00007,18.255834579467773,19.840740203857422,0.1701018512248993,0.8298981785774231,True
boxer,boxer_00008,18.307016372680664,18.64595603942871,0.41606709361076355,0.5839329361915588,True
boxer,boxer_00009,17.196285247802734,18.858064651489258,0.15952327847480774,0.8404766917228699,True
boxer,boxer_00010,18.59658432006836,19.256757736206055,0.3407006561756134,0.6592993140220642,True
boxer,boxer_00011,18.853609085083008,20.95716094970703,0.10875207930803299,0.8912479281425476,True
boxer,boxer_00012,17.939395904541016,19.125152587890625,0.2340186983346939,0.7659812569618225,True
boxer,boxer_00013,18.656625747680664,19.322406768798828,0.3394421935081482,0.6605578064918518,True
boxer,boxer_00014,18.822999954223633,19.261444091796875,0.39211174845695496,0.6078882217407227,True
boxer,boxer_00015,18.84313201904297,19.342737197875977,0.3776334524154663,0.6223665475845337,True
boxer,boxer_00016,19.01140022277832,19.64295196533203,0.3471587896347046,0.6528412699699402,True
boxer,boxer_00017,17.857250213623047,18.745582580566406,0.2914540767669678,0.7085458636283875,True
boxer,boxer_00018,18.15001678466797,19.13322639465332,0.2722553610801697,0.7277445793151855,True
boxer,boxer_00019,18.663192749023438,19.48192024230957,0.30603381991386414,0.6939661502838135,True
boxer,boxer_00020,17.750974655151367,18.6401424407959,0.2912816107273102,0.7087184190750122,True
boxer,boxer_00021,17.543607711791992,18.360897064208984,0.3063393533229828,0.6936606168746948,True
boxer,boxer_00022,16.76557731628418,18.07273292541504,0.21296320855617523,0.7870367765426636,True
boxer,boxer_00023,18.126121520996094,20.452747344970703,0.08894170075654984,0.9110583662986755,True
boxer,boxer_00024,18.225807189941406,20.66823387145996,0.07999413460493088,0.9200058579444885,True
chihuahua,chihuahua_00000,16.41239356994629,20.82284927368164,0.012003798969089985,0.9879961609840393,True
chihuahua,chihuahua_00001,18.983474731445312,20.289188385009766,0.2132049947977066,0.7867949604988098,True
chihuahua,chihuahua_00002,17.67417335510254,18.687673568725586,0.2662954032421112,0.7337045669555664,True
chihuahua,chihuahua_00003,17.78697967529297,20.140024185180664,0.08682407438755035,0.9131758809089661,True
chihuahua,chihuahua_00004,18.667705535888672,18.89842987060547,0.4425734579563141,0.5574265718460083,True
chihuahua,chihuahua_00005,18.106035232543945,20.701929092407227,0.06940314918756485,0.9305968284606934,True
chihuahua,chihuahua_00006,17.361095428466797,19.542724609375,0.10141237080097198,0.898587703704834,True
chihuahua,chihuahua_00007,18.498628616333008,19.94247055053711,0.1909511238336563,0.8090488910675049,True
chihuahua,chihuahua_00008,16.46086883544922,18.169641494750977,0.1533229649066925,0.8466770052909851,True
chihuahua,chihuahua_00009,17.460128784179688,19.370275497436523,0.1289643794298172,0.871035635471344,True
chihuahua,chihuahua_00010,18.7095947265625,20.743989944458008,0.11563868075609207,0.8843613862991333,True
chihuahua,chihuahua_00011,17.637174606323242,18.218250274658203,0.35868513584136963,0.6413149237632751,True
chihuahua,chihuahua_00012,18.06595230102539,19.267555236816406,0.23119017481803894,0.7688097953796387,True
chihuahua,chihuahua_00013,16.729949951171875,17.80962371826172,0.25356775522232056,0.7464322447776794,True
chihuahua,chihuahua_00014,17.034860610961914,18.087984085083008,0.25862574577331543,0.7413742542266846,True
chihuahua,chihuahua_00015,17.550378799438477,18.585973739624023,0.2620008587837219,0.7379991412162781,True
chihuahua,chihuahua_00016,18.837522506713867,19.8216552734375,0.27207252383232117,0.7279275059700012,True
chihuahua,chihuahua_00017,17.462236404418945,19.7083797454834,0.09568265825510025,0.9043173789978027,True
chihuahua,chihuahua_00018,18.477981567382812,19.15203094482422,0.3375907242298126,0.6624093055725098,True
chihuahua,chihuahua_00019,17.499408721923828,17.807037353515625,0.4236936867237091,0.5763062834739685,True
chihuahua,chihuahua_00020,16.832746505737305,18.88892364501953,0.1134297102689743,0.8865703344345093,True
chihuahua,chihuahua_00021,18.65473175048828,19.979324340820312,0.21005521714687347,0.7899447083473206,True
chihuahua,chihuahua_00022,18.14727783203125,20.22735595703125,0.11104825884103775,0.8889517188072205,True
chihuahua,chihuahua_00023,18.19202995300293,20.788288116455078,0.06937962770462036,0.9306203126907349,True
chihuahua,chihuahua_00024,17.49334144592285,18.833131790161133,0.20754455029964447,0.7924554944038391,True
chow,chow_00000,18.625375747680664,19.206079483032227,0.3587706387042999,0.6412293314933777,True
chow,chow_00001,18.31403923034668,19.434406280517578,0.24594318866729736,0.7540568113327026,True
chow,chow_00002,18.989070892333984,20.848005294799805,0.13482731580734253,0.8651726841926575,True
chow,chow_00003,18.36208724975586,19.3132266998291,0.2786557376384735,0.7213442921638489,True
chow,chow_00004,18.01642417907715,20.11321449279785,0.10940917581319809,0.8905908465385437,True
chow,chow_00005,17.8155460357666,18.514196395874023,0.33211153745651245,0.6678885221481323,True
chow,chow_00006,17.59776496887207,19.185270309448242,0.1697351634502411,0.8302648067474365,True
chow,chow_00007,17.936403274536133,18.961973190307617,0.2639438509941101,0.7360561490058899,True
chow,chow_00008,18.70013427734375,19.66826820373535,0.2752526104450226,0.7247474193572998,True
chow,chow_00009,18.05023765563965,18.821367263793945,0.3162347972393036,0.6837652325630188,True
chow,chow_00010,18.783721923828125,19.578716278076172,0.31109729409217834,0.6889026761054993,True
chow,chow_00011,17.289161682128906,18.203340530395508,0.28614550828933716,0.7138545513153076,True
chow,chow_00012,18.517635345458984,19.647302627563477,0.2442225217819214,0.7557774782180786,True
chow,chow_00013,18.09943389892578,18.702560424804688,0.3536287546157837,0.6463713049888611,True
chow,chow_00014,18.26632308959961,19.498872756958008,0.22573550045490265,0.7742645144462585,True
chow,chow_00015,18.679847717285156,20.505844116210938,0.13871590793132782,0.861284077167511,True
chow,chow_00016,17.11812973022461,18.681659698486328,0.17314068973064423,0.8268592953681946,True
chow,chow_00017,17.652536392211914,18.880884170532227,0.2264707386493683,0.7735292911529541,True
chow,chow_00018,18.493362426757812,19.15833282470703,0.33962398767471313,0.6603760123252869,True
chow,chow_00019,18.041954040527344,19.073997497558594,0.26268813014030457,0.737311840057373,True
chow,chow_00020,17.92325210571289,18.0777645111084,0.4614485800266266,0.5385514497756958,True
chow,chow_00021,17.923521041870117,19.47209358215332,0.17529253661632538,0.8247075080871582,True
chow,chow_00022,17.901105880737305,19.370136260986328,0.18709003925323486,0.8129099607467651,True
chow,chow_00023,18.832082748413086,19.144424438476562,0.4225432872772217,0.5774567723274231,True
chow,chow_00024,17.98719024658203,20.482460021972656,0.07619044929742813,0.9238095283508301,True
corgi,corgi_00000,19.59037208557129,20.87179946899414,0.21730735898017883,0.7826926708221436,True
corgi,corgi_00001,17.742626190185547,20.225622177124023,0.07705885171890259,0.9229410886764526,True
corgi,corgi_00002,18.1496524810791,19.20585823059082,0.25803521275520325,0.7419648170471191,True
corgi,corgi_00003,18.596044540405273,19.951881408691406,0.2049177587032318,0.7950822114944458,True
corgi,corgi_00004,18.125953674316406,18.6964168548584,0.3611299395561218,0.6388700604438782,True
corgi,corgi_00005,18.074243545532227,18.600717544555664,0.3713396489620209,0.6286603808403015,True
corgi,corgi_00006,18.277263641357422,20.13612937927246,0.13483531773090363,0.8651646375656128,True
corgi,corgi_00007,18.954452514648438,19.8494873046875,0.29007190465927124,0.7099280953407288,True
corgi,corgi_00008,18.59876823425293,21.20557403564453,0.06870169192552567,0.9312983155250549,True
corgi,corgi_00009,17.856685638427734,20.04418182373047,0.10087896883487701,0.8991210460662842,True
corgi,corgi_00010,17.70113754272461,20.348777770996094,0.06613460183143616,0.9338653683662415,True
corgi,corgi_00011,18.910194396972656,20.72281265258789,0.14032196998596191,0.8596779704093933,True
corgi,corgi_00012,18.51229476928711,18.68563461303711,0.45677322149276733,0.5432267785072327,True
corgi,corgi_00013,18.289161682128906,20.164926528930664,0.13287608325481415,0.8671239018440247,True
corgi,corgi_00014,18.47671890258789,19.659011840820312,0.23464016616344452,0.7653598785400391,True
corgi,corgi_00015,18.154911041259766,18.929615020751953,0.3154624104499817,0.6845375299453735,True
corgi,corgi_00016,18.369943618774414,19.256099700927734,0.29190370440483093,0.7080963253974915,True
corgi,corgi_00017,17.066513061523438,18.725217819213867,0.15993593633174896,0.8400640487670898,True
corgi,corgi_00018,19.397464752197266,21.027095794677734,0.16388089954853058,0.8361190557479858,True
corgi,corgi_00019,19.278118133544922,19.765756607055664,0.380450040102005,0.6195499897003174,True
corgi,corgi_00020,18.195945739746094,18.975276947021484,0.3144640326499939,0.6855359673500061,True
corgi,corgi_00021,17.469528198242188,19.137596130371094,0.1586819440126419,0.8413180112838745,True
corgi,corgi_00022,20.851558685302734,21.285736083984375,0.39312925934791565,0.6068707704544067,True
corgi,corgi_00023,18.79839515686035,20.102752685546875,0.21343258023262024,0.7865674495697021,True
corgi,corgi_00024,17.55682945251465,19.143856048583984,0.16980263590812683,0.8301973342895508,True
doberman,doberman_00000,18.537076950073242,18.58526039123535,0.4879564642906189,0.5120435357093811,True
doberman,doberman_00001,16.65380859375,18.793758392333984,0.10527411103248596,0.8947258591651917,True
doberman,doberman_00002,18.603347778320312,18.958667755126953,0.412092924118042,0.5879070162773132,True
doberman,doberman_00003,17.83543586730957,18.814165115356445,0.273144006729126,0.726855993270874,True
doberman,doberman_00004,19.33965492248535,19.021303176879883,0.5789225101470947,0.4210774898529053,False
doberman,doberman_00005,19.242399215698242,18.95612335205078,0.5710841417312622,0.4289158284664154,False
doberman,doberman_00006,18.124021530151367,18.73963165283203,0.35078054666519165,0.6492195129394531,True
doberman,doberman_00007,17.609874725341797,17.38393211364746,0.5562465786933899,0.4437534511089325,False
doberman,doberman_00008,17.562698364257812,19.06745147705078,0.18171769380569458,0.8182823061943054,True
doberman,doberman_00009,18.809885025024414,19.27898406982422,0.3848295211791992,0.6151704788208008,True
doberman,doberman_00010,17.39250946044922,17.883037567138672,0.37976914644241333,0.6202307939529419,True
doberman,doberman_00011,17.306434631347656,18.978240966796875,0.1581835001707077,0.8418164849281311,True
doberman,doberman_00012,18.05077362060547,18.158424377441406,0.4731132686138153,0.5268867611885071,True
doberman,doberman_00013,18.6669864654541,19.61882781982422,0.27851468324661255,0.7214853763580322,True
doberman,doberman_00014,18.401775360107422,18.717634201049805,0.4216853082180023,0.5783146619796753,True
doberman,doberman_00015,17.76851463317871,18.987167358398438,0.22817362844944,0.7718263864517212,True
doberman,doberman_00016,17.218456268310547,18.79674530029297,0.1710379272699356,0.8289620876312256,True
doberman,doberman_00017,18.065025329589844,19.691476821899414,0.1643170565366745,0.8356829285621643,True
doberman,doberman_00018,18.033592224121094,18.724084854125977,0.33392348885536194,0.6660765409469604,True
doberman,doberman_00019,17.238597869873047,18.78006935119629,0.17632146179676056,0.8236784934997559,True
doberman,doberman_00020,17.105182647705078,18.751785278320312,0.16156864166259766,0.8384313583374023,True
doberman,doberman_00021,18.17669677734375,20.356712341308594,0.10155951231718063,0.8984405398368835,True
doberman,doberman_00022,18.38436508178711,18.553804397583008,0.45774123072624207,0.5422587990760803,True
doberman,doberman_00023,19.04181671142578,19.874195098876953,0.3031424283981323,0.6968575716018677,True
doberman,doberman_00024,17.87472152709961,19.05257797241211,0.23543784022331238,0.76456218957901,True
french_bulldog,french_bulldog_00000,18.59104347229004,19.76734733581543,0.23571741580963135,0.7642825841903687,True
french_bulldog,french_bulldog_00001,18.0928897857666,19.6573486328125,0.1730077713727951,0.8269922137260437,True
french_bulldog,french_bulldog_00002,17.995601654052734,19.160114288330078,0.23784829676151276,0.7621517777442932,True
french_bulldog,french_bulldog_00003,17.61806869506836,19.612964630126953,0.11973986029624939,0.8802601099014282,True
french_bulldog,french_bulldog_00004,17.761150360107422,20.273387908935547,0.07500471919775009,0.9249952435493469,True
french_bulldog,french_bulldog_00005,18.517635345458984,20.9710693359375,0.0791877806186676,0.92081218957901,True
french_bulldog,french_bulldog_00006,18.672142028808594,19.87119483947754,0.23164376616477966,0.7683562636375427,True
french_bulldog,french_bulldog_00007,19.033767700195312,20.772306442260742,0.14949864149093628,0.8505013585090637,True
french_bulldog,french_bulldog_00008,17.188220977783203,19.635976791381836,0.07960281521081924,0.9203972220420837,True
french_bulldog,french_bulldog_00009,19.074596405029297,21.317371368408203,0.09597450494766235,0.9040254950523376,True
french_bulldog,french_bulldog_00010,19.14345932006836,20.42012596130371,0.21811816096305847,0.7818818688392639,True
french_bulldog,french_bulldog_00011,18.279176712036133,20.804147720336914,0.07412605732679367,0.9258739948272705,True
french_bulldog,french_bulldog_00012,18.220529556274414,19.55244255065918,0.20884311199188232,0.7911568880081177,True
french_bulldog,french_bulldog_00013,19.255231857299805,20.827192306518555,0.17193709313869476,0.8280628323554993,True
french_bulldog,french_bulldog_00014,19.02534294128418,20.147214889526367,0.24566423892974854,0.7543358206748962,True
french_bulldog,french_bulldog_00015,17.967254638671875,18.452638626098633,0.38098156452178955,0.6190183758735657,True
french_bulldog,french_bulldog_00016,18.372905731201172,19.18625831604004,0.3071765601634979,0.6928234696388245,True
french_bulldog,french_bulldog_00017,18.075414657592773,19.93522834777832,0.13472476601600647,0.8652752041816711,True
french_bulldog,french_bulldog_00018,17.70989990234375,18.088787078857422,0.4063953161239624,0.5936046838760376,True
french_bulldog,french_bulldog_00019,18.101715087890625,19.293237686157227,0.23298673331737518,0.7670133113861084,True
french_bulldog,french_bulldog_00020,17.69066047668457,20.75468635559082,0.04461578652262688,0.9553842544555664,True
french_bulldog,french_bulldog_00021,18.324357986450195,20.200305938720703,0.13285498321056366,0.8671450018882751,True
french_bulldog,french_bulldog_00022,18.71126365661621,20.016088485717773,0.21335412561893463,0.7866458892822266,True
french_bulldog,french_bulldog_00023,18.62652587890625,20.086753845214844,0.1884324550628662,0.8115675449371338,True
french_bulldog,french_bulldog_00024,18.251501083374023,19.549911499023438,0.21443265676498413,0.7855673432350159,True
german_shepherd,german_shepherd_00000,18.485445022583008,18.875938415527344,0.40359851717948914,0.5964014530181885,True
german_shepherd,german_shepherd_00001,20.174692153930664,19.54252815246582,0.6529799699783325,0.3470200002193451,False
german_shepherd,german_shepherd_00002,18.225341796875,18.6272029876709,0.4008652865886688,0.5991347432136536,True
german_shepherd,german_shepherd_00003,17.912883758544922,19.596054077148438,0.15667611360549927,0.843323826789856,True
german_shepherd,german_shepherd_00004,18.019426345825195,18.758068084716797,0.32330122590065,0.6766987442970276,True
german_shepherd,german_shepherd_00005,18.238901138305664,18.7841796875,0.3669605255126953,0.6330394744873047,True
german_shepherd,german_shepherd_00006,18.223085403442383,19.837215423583984,0.16601599752902985,0.8339840173721313,True
german_shepherd,german_shepherd_00007,18.616615295410156,19.856197357177734,0.22450874745845795,0.7754912376403809,True
german_shepherd,german_shepherd_00008,19.32827377319336,20.098285675048828,0.3164765238761902,0.6835234761238098,True
german_shepherd,german_shepherd_00009,18.505111694335938,19.22865104675293,0.3266140818595886,0.6733859181404114,True
german_shepherd,german_shepherd_00010,18.572040557861328,19.29588508605957,0.32654693722724915,0.6734530329704285,True
german_shepherd,german_shepherd_00011,19.292709350585938,20.563411712646484,0.219137042760849,0.7808629870414734,True
german_shepherd,german_shepherd_00012,18.959577560424805,21.153671264648438,0.10028213262557983,0.8997179269790649,True
german_shepherd,german_shepherd_00013,17.353111267089844,17.438024520874023,0.4787844121456146,0.521215558052063,True
german_shepherd,german_shepherd_00014,17.642452239990234,19.139501571655273,0.18286602199077606,0.8171339631080627,True
german_shepherd,german_shepherd_00015,17.610736846923828,17.931697845458984,0.42044156789779663,0.5795584321022034,True
german_shepherd,german_shepherd_00016,18.6099910736084,18.79108238220215,0.4548504948616028,0.5451495051383972,True
german_shepherd,german_shepherd_00017,19.205995559692383,20.323226928710938,0.24652519822120667,0.753474771976471,True
german_shepherd,german_shepherd_00018,18.650625228881836,19.149673461914062,0.37776437401771545,0.6222356557846069,True
german_shepherd,german_shepherd_00019,18.180757522583008,20.473773956298828,0.09170299768447876,0.9082970023155212,True
german_shepherd,german_shepherd_00020,17.958091735839844,19.8940372467041,0.12609395384788513,0.8739060163497925,True
german_shepherd,german_shepherd_00021,18.510845184326172,19.931533813476562,0.1945536732673645,0.8054463863372803,True
german_shepherd,german_shepherd_00022,18.54868507385254,19.959964752197266,0.1960323005914688,0.8039677143096924,True
german_shepherd,german_shepherd_00023,17.73097801208496,18.690954208374023,0.27688297629356384,0.7231170535087585,True
german_shepherd,german_shepherd_00024,18.795969009399414,19.834606170654297,0.261413037776947,0.738586962223053,True
golden_retriever,golden_retriever_00000,19.359888076782227,20.699033737182617,0.2076505869626999,0.7923493981361389,True
golden_retriever,golden_retriever_00001,18.50625991821289,20.73402976989746,0.09728430956602097,0.9027156829833984,True
golden_retriever,golden_retriever_00002,18.243833541870117,19.580673217773438,0.20803025364875793,0.7919697761535645,True
golden_retriever,golden_retriever_00003,19.279277801513672,19.708547592163086,0.3943006694316864,0.6056993007659912,True
golden_retriever,golden_retriever_00004,18.4708251953125,18.665904998779297,0.45138412714004517,0.5486158728599548,True
golden_retriever,golden_retriever_00005,19.281326293945312,20.830490112304688,0.17520706355571747,0.8247929811477661,True
golden_retriever,golden_retriever_00006,19.533815383911133,20.442338943481445,0.28730204701423645,0.7126979231834412,True
golden_retriever,golden_retriever_00007,17.0616455078125,18.110153198242188,0.2595117688179016,0.7404882907867432,True
golden_retriever,golden_retriever_00008,18.981185913085938,20.063764572143555,0.2530183494091034,0.746981680393219,True
golden_retriever,golden_retriever_00009,18.133028030395508,18.742128372192383,0.3522644639015198,0.6477355360984802,True
golden_retriever,golden_retriever_00010,18.076488494873047,19.16744041442871,0.25143906474113464,0.748560905456543,True
golden_retriever,golden_retriever_00011,18.59514045715332,20.220619201660156,0.16445067524909973,0.8355493545532227,True
golden_retriever,golden_retriever_00012,18.151851654052734,18.69717788696289,0.3669494390487671,0.6330505609512329,True
golden_retriever,golden_retriever_00013,18.5931453704834,21.51202392578125,0.05122818052768707,0.9487718343734741,True
golden_retriever,golden_retriever_00014,18.57866096496582,21.519617080688477,0.05016569420695305,0.9498342871665955,True
golden_retriever,golden_retriever_00015,18.81378746032715,22.201705932617188,0.032675184309482574,0.9673248529434204,True
golden_retriever,golden_retriever_00016,18.888965606689453,20.426719665527344,0.17686200141906738,0.8231379389762878,True
golden_retriever,golden_retriever_00017,18.24539566040039,19.236093521118164,0.270774245262146,0.7292256951332092,True
golden_retriever,golden_retriever_00018,18.458494186401367,19.63838768005371,0.2350713461637497,0.7649286389350891,True
golden_retriever,golden_retriever_00019,19.080738067626953,20.534683227539062,0.18939514458179474,0.8106048703193665,True
golden_retriever,golden_retriever_00020,19.33785629272461,20.098237991333008,0.31856340169906616,0.6814365983009338,True
golden_retriever,golden_retriever_00021,17.848806381225586,19.11234474182129,0.22036539018154144,0.7796345949172974,True
golden_retriever,golden_retriever_00022,17.75517463684082,18.777389526367188,0.26459619402885437,0.7354037761688232,True
golden_retriever,golden_retriever_00023,17.607606887817383,19.40945053100586,0.14162677526474,0.8583731651306152,True
golden_retriever,golden_retriever_00024,18.274648666381836,18.98495101928711,0.32953202724456787,0.6704679727554321,True
great_dane,great_dane_00000,19.08553123474121,20.28221893310547,0.23206499218940735,0.767935037612915,True
great_dane,great_dane_00001,17.641677856445312,18.24561309814453,0.3534439206123352,0.6465561389923096,True
great_dane,great_dane_00002,18.73118782043457,18.966440200805664,0.4414566457271576,0.55854332447052,True
great_dane,great_dane_00003,18.089208602905273,19.703195571899414,0.16603580117225647,0.8339641690254211,True
great_dane,great_dane_00004,18.560911178588867,19.1760196685791,0.3508947789669037,0.6491051912307739,True
great_dane,great_dane_00005,19.207551956176758,20.211698532104492,0.2681269347667694,0.7318730354309082,True
great_dane,great_dane_00006,18.1514949798584,19.403282165527344,0.22239091992378235,0.7776090502738953,True
great_dane,great_dane_00007,19.646236419677734,20.048086166381836,0.4008680284023285,0.5991320013999939,True
great_dane,great_dane_00008,18.206308364868164,18.988248825073242,0.3139018416404724,0.6860981583595276,True
great_dane,great_dane_00009,18.291872024536133,19.397890090942383,0.24861398339271545,0.7513860464096069,True
great_dane,great_dane_00010,19.039676666259766,19.617401123046875,0.3594563603401184,0.6405436396598816,True
great_dane,great_dane_00011,18.864444732666016,19.963016510009766,0.25000759959220886,0.7499924302101135,True
great_dane,great_dane_00012,18.532508850097656,20.437013626098633,0.12959948182106018,0.8704005479812622,True
great_dane,great_dane_00013,18.86271858215332,19.488096237182617,0.3485593795776367,0.6514406204223633,True
great_dane,great_dane_00014,19.652477264404297,20.259435653686523,0.35275334119796753,0.6472466588020325,True
great_dane,great_dane_00015,18.943693161010742,20.12936019897461,0.23403477668762207,0.7659652829170227,True
great_dane,great_dane_00016,18.78693962097168,19.19989013671875,0.39820489287376404,0.6017951369285583,True
great_dane,great_dane_00017,17.523544311523438,19.441373825073242,0.1281038075685501,0.8718962669372559,True
great_dane,great_dane_00018,17.59505844116211,18.41892433166504,0.30494365096092224,0.6950563788414001,True
great_dane,great_dane_00019,17.092365264892578,18.379281997680664,0.21637514233589172,0.7836248278617859,True
great_dane,great_dane_00020,18.434280395507812,19.907081604003906,0.18651722371578217,0.8134827613830566,True
great_dane,great_dane_00021,18.81108856201172,19.57823944091797,0.3170957565307617,0.6829042434692383,True
great_dane,great_dane_00022,18.379140853881836,18.893918991088867,0.3740741014480591,0.6259259581565857,True
great_dane,great_dane_00023,18.177602767944336,18.762575149536133,0.3577892780303955,0.6422107219696045,True
great_dane,great_dane_00024,18.752534866333008,20.025114059448242,0.21881607174873352,0.7811839580535889,True
labrador_retriever,labrador_retriever_00000,17.904569625854492,19.165626525878906,0.2207920104265213,0.7792080044746399,True
labrador_retriever,labrador_retriever_00001,18.475021362304688,19.994482040405273,0.1795409619808197,0.8204590678215027,True
labrador_retriever,labrador_retriever_00002,17.210058212280273,18.416379928588867,0.230352520942688,0.769647479057312,True
labrador_retriever,labrador_retriever_00003,18.108552932739258,18.93330955505371,0.30475491285324097,0.6952451467514038,True
labrador_retriever,labrador_retriever_00004,18.2271728515625,19.8027286529541,0.17142580449581146,0.8285742402076721,True
labrador_retriever,labrador_retriever_00005,18.94364356994629,20.60274887084961,0.15988212823867798,0.840117871761322,True
